	gene	pops
1683	TAO3	P2G05;P1F08
1684	PRK1	P2G05
1685	VID28	P2G05;P2G05;P3D03;P2G04;P2C05;P1C07;P1C04
1686	GEA2	P2G05;P3C03;P2F07
1687	VAB2	P2G05;P2B05;P2D08
1688	PTP3	P2G05;P2C05;P1D03
1689	SAK1	P2G05;P3C05;P2G04;P2C06
1690	PMD1	P2G05;P2G11;P2G04;P3F09;P3E11;P2C02
1691	DAK2	P2G05;P2G09
1692	LAM5	P2G05;P3C05
1693	RPL22B	P2G05
1694	LPD1	P2G05
1695	RAI1	P2G05
1696	YPT32	P2G05;P2G11;P2C11
1697	CDC55	P2G05;P1D09;P2G10;P1B04;P2B05;P2E08
1698	PMR1	P2G05;P2G04
1699	NSA1	P2G05;P2C02
1700	DPC29	P2G05
1701	TFC4	P2G05
1702	VHT1	P2G05;P2D06
1703	FSH1	P2G05
1704	YPT35	P2G05
1705	CTM1	P2G05;P3C04
1706	HAL5	P2G05;P2B05
1707	APS3	P2G05
1708	BBC1	P2G05;P3D10;P3F09;P3F09;P3F09;P3F09
1709	APL1	P2G05
1710	RPS4A	P2G05
1711	MST1	P2G05
1712	PIR1	P2G05
1713	YPK1	P2G05;P2B10;P3B11
1714	OAR1	P2G05
1715	TOF2	P2G05
1716	MRPL20	P2G05;P1G04
1717	SDH2	P2G05;P3D03
1718	XDJ1	P2G05
1719	SUL2	P2G05;P2G05;P3C03;P3G10
1720	NYV1	P2G05
1721	CLF1	P2G05;P2G04
1722	ECM22	P2G05;P3D11;P2B05
1723	MEC3	P2G05;P2G05
1724	MET17	P2G05;P3C04;P2B07;P2G04
1725	NUP2	P2G05;P1F08
1726	FKS1	P2G05;P1C08;P3C03;P1B04;P1B04;P2B05;P1F11
1727	VPS33	P2G05;P3D11;P2D06
1728	NDI1	P2G05;P3F09
1729	RAD52	P2G05
1730	TAF4	P2G05
1731	RCH1	P2G05
1732	FUS2	P2G05;P2E06;P2D06;P1D03
1733	FAA4	P2G05;P3F07
1734	RRN9	P2G05;P2C05
1735	TEX1	P2G05;P2G09
1736	ATG4	P2G05;P2B11;P3B08;P3F03
1737	PSY2	P2G05;P3F07;P1G08;P1F05
1738	RLP7	P2G05
1739	SNF12	P2G05;P3D02;P2G04;P1C04
1740	SEC12	P2G05
1741	POP2	P2G05;P1B04
1742	IMA2	P2G05;P2B05
1743	NOP8	P2G05
1744	TMA46	P2G05
1745	IDH2	P2G05;P2E11;P3D05;P2C05
1746	REV1	P2G05;P3F07;P2C02
1747	SPP1	P2G05
1748	EEB1	P2G05;P2B08;P1D03
1749	SEC16	P2G05;P2B05;P3C11;P3F09;P2C06
1750	DSS4	P2G05
1751	ARO7	P2G05;P2F09
1752	DPB2	P2G05;P1C04
1753	MDM10	P3C10;P2C05
1754	BAP2	P3C10
1755	TFC1	P3C10
1756	SRB8	P3C10;P1E04;P2E11;P2G04;P2G04
1757	GIC2	P3C10;P2G11;P2G10
1758	ARO10	P3C10;P1F05
1759	PUF6	P3C10;P1B04;P3F03
1760	CAB1	P3C10
1761	GVP36	P3C10;P3F05
1762	GLY1	P3C10;P2B07;P2F09;P2G09
1763	TFG2	P3C10;P3D11;P3F07
1764	CIR1	P3C10;P1B04
1765	GRE3	P3C10;P1E04;P3F03
1766	GLG2	P3C10
1767	ZAP1	P3C10;P3C10;P2G09
1768	IRC8	P3C10;P1B04
1769	RAD7	P3C10;P2G10
1770	CAB3	P3C10
1771	PRP40	P3C10;P1B04
1772	MIC60	P3C10
1773	PLN1	P3C10
1774	PAM18	P3C10
1775	PSR2	P3C10
1776	MEF1	P3C10
1777	GEP5	P3C10
1778	MCM5	P3C10
1779	NIT3	P3C10;P2G04
1780	CCW14	P3C10;P2G04
1781	TDA9	P3C10;P1B04;P2E11;P3F03;P1F05
1782	AIP1	P3C10;P3B08;P2E06;P1G11
1783	SAS2	P3C10
1784	ROT1	P3C10;P1G08;P2F07
1785	BUL1	P3C10;P2C02
1786	ATG3	P3C10
1787	PET494	P3C10
1788	HSP33	P3C10;P2C02
1789	TPO3	P3C10;P3C05
1790	MAL33	P1C08
1791	COP1	P1C08;P1H11;P1B07;P2C05;P2C06
1792	PCF11	P1C08;P1G05;P2F09
1793	API2	P1C08;P2C02
1794	CIN8	P1C08;P3E11
1795	SDT1	P1C08
1796	ESP1	P1C08;P1G04;P2D06;P3F09
1797	DMA1	P1C08;P3D03;P1B03
1798	ECM14	P1C08
1799	KRE9	P1C08;P1C07
1800	TIM54	P1C08
1801	SPO75	P1C08
1802	MMS22	P1C08;P3C03;P2F07;P1C04
1803	BER1	P1C08;P2E08
1804	RPM2	P1C08;P3C03;P1E04;P1C04
1805	CDS_XIV_97203_101165;CDS_XIV_101149_102471	P1C08;P1C08
1806	OCA1	P1C08
1807	PAU20	P1C08
1808	FLO9	P3C03;P2B10;P3D11;P3D11;P3D11;P3D02;P1B04;P2B05;P3G10
1809	RKM3	P3C03;P1C07
1810	CSG2	P3C03
1811	REB1	P3C03;P2B11;P2F07;P2F07;P1D03
1812	TPS1	P3C03;P2F07
1813	MBA1	P3C03;P1E11
1814	PYC2	P3C03;P3E08;P2E06;P3F03;P2D06;P2B08
1815	SHM1	P3C03;P1G05;P3D11
1816	SSH1	P3C03;P3D02;P2E06;P3F03;P3E02
1817	PGS1	P3C03
1818	ABP1	P3C03
1819	AIM6	P3C03;P3E11
1820	RPC53	P3C03
1821	DBP10	P3C03;P3D11;P3G09;P2C05
1822	SLX5	P3C03;P1D09
1823	HRQ1	P3C03;P3D05;P1C04
1824	PEX3	P3C03;P1D03
1825	RPN9	P3C03
1826	RPN2	P3C03;P3D03;P3C11;P1F11
1827	SNP1	P3C03;P2B10
1828	RGI2	P3C03
1829	SNL1	P3C03
1830	AIM21	P3C03;P2C05
1831	YAP5	P3C03
1832	RMD6	P3C03
1833	YEL067C;YEL066W	P3C03
1834	GPA2	P3C03
1835	SAP155	P3C03;P2B11;P2F09
1836	FLC3	P3C03;P3D11;P3C05;P2G10;P3D05;P1C09;P2C05;P2C05
1837	GPG1	P3C03
1838	PRM8	P3C03
1839	STF2	P3C03;P1D03
1840	PUP2	P3C03
1841	SBE22	P3C03;P3C03;P3C03;P3F05;P1D09;P1B04
1842	FMO1	P3C03;P1E04
1843	OYE2	P3C03;P1E04;P3E02
1844	IMD2	P3C03;P2E06
1845	EXO70	P3C03
1846	ANB1	P3C03;P3D03
1847	OXP1	P3C03;P1G05;P2B05;P2B05;P2C02
1848	RPT1	P3C03;P1F05;P2C06;P1C04
1849	GMH1	P3C03;P3D10
1850	TML25	P3C03
1851	APC2	P3C03;P2B11;P2C02
1852	ACS2	P3C03;P3G09
1853	MSC3	P3C03
1854	IMH1	P3C03;P3C05
1855	RSC2	P3C03;P2B05;P2E08
1856	RCO1	P3C03
1857	DNF3	P3C03;P1G05;P1G11
1858	DDR48	P3C03;P3C03;P2G04;P2D06
1859	SGS1	P3C03;P1G04
1860	GTO3	P3C03;P2G11;P1E04
1861	BOR1	P3C03;P3F05
1862	VAC7	P3C03;P1G05
1863	SMM1	P3C03
1864	MDH2	P3C03;P2G04
1865	PKH2	P3C03;P2B07;P3G09;P1F05
1866	RFC4	P3C03
1867	SMC5	P3C03;P2B08
1868	TIR4	P3C03;P3F05
1869	RTS1	P3C03;P1B04;P3F03
1870	MSA1	P3C03
1871	MED4	P3C03;P3G09
1872	RUD3	P3C03
1873	GNT1	P3C03
1874	TPK2	P3C03;P1G04;P2E11;P3E11
1875	MFM1	P3C03;P2F07
1876	AIM45	P3C03;P2C06
1877	LDS1	P1G10
1878	GPI18	P1G10;P3D10
1879	GCS1	P1G10
1880	NUP84	P1G10;P2F09
1881	RRP8	P1G10;P2C05;P2C02
1882	PIG2	P1G10;P3D03;P3C05;P2D08;P2G04;P3E11;P2C02
1883	FIR1	P1G10
1884	CDC14	P1G10
1885	SSP1	P1G10;P2D06
1886	PRY1	P1G10
1887	IDP2	P1G10;P3E08
1888	YLR451W;YLR451W;YLR451W	P1G10;P3G10;P2C06
1889	RPL15B	P1G10
1890	PHA2	P1G10
1891	FRT1	P1G10;P1C04
1892	CDC60	P1G10;P3F07;P2E08
1893	UBC1	P2G11;P3E11
1894	EMP65	P2G11;P3F05
1895	ZRT1	P2G11;P2B10;P2F09;P2G09
1896	GAR1	P2G11
1897	SPT10	P2G11
1898	CCT7	P2G11
1899	BNA2	P2G11
1900	STE18	P2G11;P1C04
1901	VID22	P2G11;P2C05
1902	PRM6	P2G11
1903	MCO76	P2G11;P2C05;P3E11;P2G09
1904	SSE1	P2G11;P3C04;P3E02
1905	SEA4	P3C04
1906	THI2	P3C04
1907	RPL35A	P3C04
1908	GPR1	P3C04
1909	SOK1	P3C04
1910	DET1	P3C04;P1D03
1911	SNU56	P3C04
1912	MNN10	P3C04
1913	VHS1	P3C04;P2E11
1914	SRP101	P3C04;P3E02
1915	MRPL35	P3C04;P1B03
1916	ATP17	P3C04
1917	DOT1	P3C04
1918	NHX1	P3C04;P3E11
1919	YIL082W;CDS_IX_205638_206488;CDS_IX_205638_206487	P3C04
1920	SLX8	P3C04
1921	PHO4	P3C04;P2G04
1922	IRC7	P3C04
1923	GPI10	P3C04
1924	PRP43	P3C04;P3G09
1925	YGK1	P3C04
1926	PGD1	P3C04
1927	BNS1	P3C04
1928	RIM101	P3C04
1929	NPR3	P3C04;P2G04
1930	ETP1	P3C04
1931	MSH1	P3C04;P2E11;P1D03
1932	KEL1	P3C04;P2B05
1933	PTH1	P3C04
1934	HXT9	P3C04;P2B05;P1G11;P2D08
1935	ZRT3	P3C04
1936	YJU2	P3C04
1937	MBR1	P3C04;P2D11;P1C04;P1C04
1938	PSR1	P3C04;P3D02
1939	SFI1	P3C04;P1B04;P1B07
1940	RPL10	P3C04
1941	PWP1	P3C04;P1G11;P1D03
1942	TAF11	P3C04
1943	SEG1	P3C04;P1G05
1944	PGM2	P3C04;P2D06
1945	INP2	P3C04;P3C04;P1G04
1946	PRM15	P3C04
1947	ATR2	P3C04;P3E02
1948	CAF120	P3C04;P3C04;P1E04;P3B08
1949	PGA1	P3C04
1950	THO2	P3C04;P3B08;P3D05
1951	MKT1	P3C04
1952	DSE4	P3C04
1953	COS10	P3C04;P3C11
1954	DIP5	P3C04
1955	LSP1	P3C04
1956	CSR2	P3C04
1957	MRL1	P3C04;P2F09
1958	CNE1	P3D03;P2E06
1959	PRP6	P3D03;P1C09
1960	CNS1	P3D03;P1B04
1961	TSC10	P3D03;P1B04
1962	HCM1	P3D03;P3F03;P3F03;P1G08;P2C02
1963	MRK1	P3D03;P1E04;P2D11;P3E02
1964	LYS14	P3D03;P3E08
1965	NBP2	P3D03;P1G11
1966	ZIP1	P3D03;P3G10
1967	MCM3	P3D03;P1G04;P2C05
1968	ADH4	P3D03
1969	MRF1	P3D03
1970	DBP3	P3D03
1971	DED81	P3D03
1972	DOG1	P3D03;P3D03;P3D03;P2D06
1973	IRE1	P3D03
1974	NAM8	P3D03;P1E09
1975	VPS25	P3D03
1976	APE2	P3D03
1977	URA6	P3D03
1978	SPT23	P3D03;P2D06;P2E08;P3E02
1979	UIP5	P3D03;P2C02
1980	OMA1	P3D03
1981	AQY2	P3D03
1982	CDS_XII_112848_115994	P3D03;P2G04;P2D11
1983	SIC1	P3D03
1984	NMD4	P3D03;P3F05;P2C02
1985	STE23	P3D03;P3D03;P3C05;P3C05;P1F08
1986	SEC14	P3D03
1987	SNZ1	P3D03;P2F09
1988	TDA1	P3D03;P2B05
1989	RCM1	P3D03
1990	HMI1	P3D03;P2E11
1991	NUF2	P3D03;P3C05
1992	YRR1	P3D03;P3C05;P3D05
1993	SLK19	P3D03;P1B07;P2G04
1994	DFR1	P3D03;P3D05
1995	GUP2	P3D03;P1B04;P2C05
1996	GLN1	P3D03
1997	YMC1	P3D03
1998	VPS8	P1G04
1999	NTH2	P1G04
2000	SMY2	P1G04
2001	GDT1	P1G04;P2D06
2002	SLX1	P1G04
2003	CTP1	P1G04;P1G04;P1F05;P2F07
2004	FYV5	P1G04
2005	THR4	P1G04
2006	CDC13	P1G04;P3D11;P2G04
2007	RAD28	P1G04
2008	MAK21	P1G04;P3D02;P2G04
2009	SAN1	P1G04;P2D06
2010	UME6	P1G04;P2B05
2011	SPR28	P1G04
2012	AKR1	P1G04;P3D10;P1C04
2013	CCC2	P1G04;P3B08
2014	OMS1	P1G04;P1B07;P3B11
2015	TIM11	P1G04
2016	VPS60	P1G04
2017	SSL2	P1G04
2018	SNU13	P1G04
2019	VAM7	P1G04;P3E11
2020	ROK1	P1G04;P3E08;P1F05
2021	FMP48	P1G04
2022	PCP1	P1G04
2023	UTP8	P1G04;P3D11;P2F07
2024	LSO2	P1G04
2025	OKP1	P1G04;P3G09
2026	MIP6	P1G04;P3F03;P3G10
2027	TRL1	P1G04;P2D06
2028	MPM1	P1G04
2029	LAS21	P1G04
2030	ILV3	P1G04
2031	LOS1	P1G04;P3B08;P1C07
2032	SPE1	P1G04;P1D03
2033	LST4	P1G04;P2B11
2034	SNF7	P1G04;P2C06
2035	CDC45	P1G04;P2G04;P1F05
2036	RCK2	P1G04;P3D02;P2C05
2037	ORC1	P1G04
2038	STO1	P1G04
2039	SCJ1	P1G04
2040	GPI12	P1G04;P3D10;P2G09;P2G09
2041	ZWF1	P1G04;P1F08;P2B05;P2G04;P1C04
2042	IBD2	P1G04;P2F09
2043	SSK2	P1G04;P3E08;P2B11;P2E08
2044	NBA1	P1G04;P2E08
2045	SGO1	P1G04;P3G10;P2C05
2046	THI80	P1G04;P3E08
2047	ENV7	P1G04
2048	UME1	P1G04;P2D06;P1F05
2049	RRP12	P1G04
2050	PDH1	P1G04
2051	CCL1	P1G04
2052	BSP1	P1G04
2053	TEL1	P3D10;P3E08;P2F09;P1E04;P2B05;P2B05;P1B07;P2C02;P2C02
2054	RRN6	P3D10
2055	CCZ1	P3D10
2056	PPH22	P3D10;P2F09
2057	PAR32	P3D10;P2B08
2058	RPN6	P3D10;P1B04
2059	CCT6	P3D10;P3F03
2060	CDC40	P3D10
2061	NKP1	P3D10
2062	RNR1	P3D10;P1E11
2063	YOS1	P3D10
2064	OST5	P3D10
2065	USE1	P3D10;P1C04
2066	YGL014W;YGL014W	P3D10;P3G09;P2D08
2067	SOL4	P3D10
2068	EFM1	P3D10;P3F03;P2C11;P2C11
2069	ARG4	P3D10
2070	YCK1	P3D10;P3D05;P2D08
2071	RNR2	P3D10
2072	CCT3	P3D10;P1G08
2073	MOG1	P3D10;P3C05;P2F07
2074	EBP2	P3D10
2075	ORC3	P3D10
2076	DIP2	P3D10;P1F08
2077	PDC5	P3D10;P2B05
2078	RRT15	P3D10;P3C05;P3C05;P3E08;P1B04;P2D06
2079	CDA1	P3D10
2080	PEP5	P3D10;P2C11
2081	RNA1	P3D10
2082	SKO1	P3D10
2083	POL1	P3D10;P2E06;P3F03;P2C02
2084	YOR372C;YOR372C	P3D10
2085	HSP32	P3D10
2086	PHO87	P2B10;P3B08;P3E02
2087	GRX6	P2B10
2088	SNA2	P2B10
2089	STL1	P2B10;P3F03;P1G11
2090	DSN1	P2B10;P1B07
2091	DCG1	P2B10;P1E11
2092	YGL259W;YGL259W	P2B10;P2B10
2093	STR3	P2B10;P2C06;P1D03
2094	SKN7	P2B10;P1E04;P3F03
2095	GPI15	P2B10;P2C06
2096	NAT3	P2B10
2097	RHO1	P2B10;P2B08
2098	SPB1	P2B07
2099	STN1	P2B07;P3F07
2100	MRPL7	P2B07
2101	YDR346C;YDR346C	P2B07;P1F08
2102	SDP1	P2B07;P3G10
2103	GLE2	P2B07;P1G05;P1B03
2104	AIP5	P2B07;P2C05;P1E09
2105	SGF73	P2B07;P1E04
2106	REC107	P2B07
2107	YAE1	P2B07
2108	TOR2	P2B07;P3E08;P1F05;P3E11;P2C11
2109	NKP2	P2B07;P3C05
2110	ADD37	P2B07
2111	CEF1	P2B07;P2C02
2112	YHM2	P2B07
2113	DAL82	P2B07
2114	SEC2	P2B07
2115	KIN4	P2B07;P2B05;P2C02
2116	NPP1	P1E11;P2E08
2117	MSH3	P1E11;P3E02
2118	RPP1A	P1E11
2119	HST4	P1E11
2120	FAA3	P1E11;P1E04
2121	UBC6	P1E11
2122	PAN2	P1E11;P1E04;P1H11;P1C07;P2B08
2123	YGL013C;YGL013C	P1E11
2124	RNH70	P1E11
2125	PTC7	P1E11
2126	POM33	P1E11
2127	IZH3	P1E11
2128	ERB1	P1E11;P2G10
2129	FET4	P1E11
2130	VID27	P1E11;P1G05
2131	CKB2	P1E11
2132	SSP2	P1E11;P3D02;P3B11
2133	TRE1	P1E11;P2D06;P3E02;P2C06
2134	SKS1	P1E11;P1D09;P2B05
2135	GAL1	P3F05
2136	POA1	P3F05
2137	TEC1	P3F05
2138	LDH1	P3F05;P1E04
2139	PAU3	P3F05;P3G09
2140	NPC2	P3F05;P3D11;P3B11
2141	FIN1	P3F05;P2D11
2142	URH1	P3F05;P3F05
2143	HEH2	P3F05
2144	PHO8	P3F05;P3F07;P2D06;P1F05
2145	PAU15	P3F05
2146	DSF1	P3F05;P1B07;P2D08
2147	EDC3	P3F05;P3F03
2148	PCL6	P3F05;P3E02
2149	FLO8	P3F05;P3D02
2150	CCA1	P3F05;P2C02
2151	YFL047W;YFL047W	P3F05
2152	HXT10	P3F05;P3G09
2153	MIN10	P3F05
2154	BUD13	P3F05;P2C06
2155	YRB30	P3F05
2156	LEU1	P3F05;P1G05;P2G04
2157	LST7	P3F05;P2B05
2158	CDS_VII_707917_708766	P3F05;P3C05
2159	PPX1	P3F05;P3C11
2160	MNL1	P3F05;P3F03;P3D05;P2C05;P3E02
2161	SET4	P3F05;P2B05
2162	CHM7	P3F05;P3E08;P2F07
2163	JSN1	P3F05;P2C05;P1E09
2164	YMR1	P3F05;P1E04
2165	HOM6	P3F05
2166	TFA1	P3F05
2167	CCE1	P3F05
2168	MRPL13	P3F05
2169	TRZ1	P3F05;P3C05;P3G10
2170	THI73	P3F05
2171	BOS1	P3F05;P1C04
2172	MDL1	P3F05
2173	ART10	P3F05;P1F11
2174	RPL31B	P3F05;P3D05
2175	CSM3	P3F05
2176	ARG7	P3F05
2177	LDO16	P3F05
2178	DFG5	P3F05
2179	YNL267W;YNL267W	P3F05
2180	DSL1	P3F05;P1B07;P3D05;P1G08;P2D11;P3E11
2181	CBK1	P3F05;P1B07;P2C06
2182	MTQ1	P3F05;P2C05
2183	LRO1	P3F05;P2D06
2184	ABZ1	P3F05
2185	THP1	P3F05;P1G05
2186	NRT1	P3F05
2187	SFL1	P3F05;P2D11
2188	SPR1	P3F05
2189	MCA1	P3F05;P2B05
2190	PRO2	P3F05
2191	VTS1	P3F05;P1G08
2192	IPL1	P3F05
2193	RKM1	P3F05;P3C11
2194	PXA1	P3F05;P1D09;P2B05;P3G10
2195	MRP51	P3F05
2196	LGE1	P3F05
2197	MRX11	P3F05;P2G09
2198	ISM1	P3F05;P3F07;P2B05
2199	YTH1	P3F05;P3F03
2200	RFA1	P1G05
2201	CDC27	P1G05;P1E04
2202	CHK1	P1G05
2203	YDL159W;YDL159C-B	P1G05;P3D11
2204	UBP1	P1G05;P3D11;P1C04
2205	NGG1	P1G05;P2C06
2206	TOM1	P1G05;P1B04;P3D05;P2G04
2207	PKH1	P1G05;P2C06
2208	IRC4	P1G05
2209	MCM10	P1G05;P1F05
2210	YRB2	P1G05;P1D03
2211	APQ12	P1G05;P2B11
2212	BIM1	P1G05
2213	FTR1	P1G05
2214	TAF6	P1G05;P2E06
2215	MIG1	P1G05
2216	CCM1	P1G05;P2G09
2217	UBR1	P1G05;P1G05;P1D09;P3C05;P3F03;P2C05;P2D06;P3E11;P2C06;P2C02
2218	TDA10	P1G05
2219	BIG1	P1G05
2220	KIC1	P1G05;P1E04;P3B11;P2B08
2221	IKI1	P1G05
2222	MBB1	P1G05;P1G05;P2C02
2223	JJJ2	P1G05;P3D02
2224	SMT1	P1G05;P3E11
2225	MPS3	P1G05;P3E11
2226	SKG1	P1G05
2227	PAU18	P1G05
2228	LDB18	P1G05
2229	RFU1	P1G05
2230	GRX8	P1G05
2231	CST9	P1G05;P2B08
2232	AMD1	P1G05
2233	PSO2	P1G05;P2G04;P2C05;P1C07
2234	YIM1	P1G05
2235	FMP42	P1G05;P2G09
2236	APP1	P1G05
2237	EOS1	P1G05;P2B11
2238	MSO1	P1G05
2239	CDS_XV_704342_708361	P1G05
2240	BEM4	P1G05
2241	ATG13	P1G05;P3D02
2242	OSH2	P3D11
2243	INO2	P3D11
2244	VPS64	P3D11
2245	GCD6	P3D11;P1E04;P3F03
2246	MUS81	P3D11;P1E04
2247	SAC7	P3D11;P3D11
2248	ERD1	P3D11
2249	QDR2	P3D11;P3D05;P2C05
2250	RPB3	P3D11;P3F07
2251	ANP1	P3D11
2252	SWP82	P3D11;P2C02
2253	MIG2	P3D11;P1G08;P2C02
2254	SCW11	P3D11
2255	PUF4	P3D11;P3C05;P2G10;P2F09
2256	PEF1	P3D11;P1C09
2257	TPC1	P3D11;P2C05
2258	TRS65	P3D11
2259	AMA1	P3D11;P3C11
2260	PFS1	P3D11
2261	MDV1	P3D11;P3D02;P2C05
2262	UTP18	P3D11
2263	TRK2	P3D11
2264	GPT2	P3D11
2265	PDC1	P3D11;P2B05
2266	AIM33	P3D11
2267	SPC98	P3D11;P2G10;P1E04;P3G10
2268	LDS2	P3D11;P2C05
2269	VHS3	P3D11;P1E04;P1E04;P3E02;P3E02
2270	DPI34	P3D11;P1B04
2271	SME1	P3D11
2272	GEP3	P3D11;P2C05
2273	ARL3	P3D11
2274	SPO23	P1D09
2275	PCL9	P1D09
2276	PRM2	P1D09
2277	VMA8	P1D09
2278	BUD16	P1D09
2279	TIM10	P1D09
2280	CDS_X_198677_198997	P1D09;P1H11;P3F03;P2C02
2281	NMD5	P1D09;P2G09
2282	SDH1	P1D09
2283	TRM2	P1D09;P3C05
2284	SSA2	P1D09
2285	SMD3	P1D09
2286	ENT2	P1D09;P2D06
2287	MSC1	P1D09;P2F09
2288	ECM16	P1D09;P1B07;P2G04
2289	GYL1	P1D09;P3G10
2290	ROD1	P1D09;P2C06
2291	YOR034C;YOR034C	P1D09
2292	PAU8	P3D02
2293	GRS1	P3D02;P2C06
2294	CPR4	P3D02
2295	RPC11	P3D02
2296	COX26	P3D02
2297	RKM4	P3D02
2298	SPP41	P3D02
2299	MOB1	P3D02;P3D02;P2C05
2300	SGN1	P3D02
2301	MND2	P3D02;P3B08
2302	SIT1	P3D02;P3B08
2303	CHO1	P3D02;P3B11
2304	KRE29	P3D02
2305	AAD6	P3D02
2306	CNN1	P3D02
2307	POX1	P3D02;P2B05;P3F09
2308	BTN2	P3D02;P2G04;P2D06
2309	ZPR1	P3D02;P2G09
2310	PHO81	P3D02;P1B04;P3D05;P3C11;P2C02
2311	BRF1	P3D02
2312	BRL1	P3D02
2313	SET1	P3D02;P1E04
2314	MDM31	P3D02;P2B08
2315	PMU1	P3D02
2316	PRR1	P3D02;P1B04;P1F05
2317	RNP1	P3D02;P3B11
2318	ATG26	P3D02
2319	PNP1	P3D02
2320	SPP382	P3D02;P3D02
2321	TSL1	P3D02
2322	RGM1	P3D02;P3G10
2323	KRE1	P3D02;P2D06;P1D03
2324	ALP1	P3D02;P2B05
2325	PUB1	P3D02
2326	RPO31	P3D02;P2B05
2327	RGA1	P3D02;P3F07;P2E08;P1F05
2328	SMP3	P3D02
2329	COT1	P3D02;P1F08
2330	PDE2	P3D02;P3D02;P2D08;P2C02;P1C04
2331	AIM44	P3D02;P2G10;P2B05
2332	LTP1	P3D02
2333	RPN7	P3D02;P2B05
2334	TPD3	P3C05;P2C11
2335	ROT2	P3C05;P1E04;P1E04;P3D05;P2D06;P2C02
2336	MRPL37	P3C05
2337	CTO1	P3C05;P2E08
2338	PRR2	P3C05;P2G09
2339	UGA3	P3C05;P3F03
2340	BUG1	P3C05
2341	RPL13A	P3C05;P3F03
2342	EKI1	P3C05;P2C05
2343	SLY1	P3C05;P1B04;P2D08;P1C07;P1F05
2344	RAD34	P3C05;P3F03
2345	DIT2	P3C05
2346	NIT1	P3C05;P2C05
2347	SDS3	P3C05;P1E09
2348	HOP1	P3C05;P3D05
2349	PKP1	P3C05
2350	MGA2	P3C05
2351	RGD2	P3C05;P1E04
2352	PKP2	P3C05;P3C11;P2G04
2353	GPC1	P3C05
2354	SFB3	P3C05;P2C02
2355	RPL42B	P3C05
2356	REC104	P3C05
2357	DAS1	P3C05;P2B05;P1G08;P2F07
2358	ASF1	P3C05
2359	ALY2	P3C05;P3F03;P3C11;P2D06;P2F07;P1D03;P2C02
2360	ARP4	P3C05
2361	LIA1	P3C05
2362	VMA5	P3C05
2363	DBP7	P3C05;P2E06
2364	ATG10	P3C05
2365	AVL9	P3C05;P2C02
2366	YLR347C;YLR347C	P3C05
2367	YLR362W;YLR362W	P3C05
2368	SST2	P3C05;P2D06;P1F05
2369	YML005W;YML005W	P3C05
2370	STB4	P3C05;P3E08;P2C05
2371	MIH1	P3C05
2372	ARA2	P3C05
2373	NCS2	P3C05;P2C02
2374	CDS_XV_36821_38566	P3C05
2375	RDL1	P3C05;P2D11
2376	RTC6	P3C05
2377	POC4	P3C05
2378	QCR2	P3C05;P1B04;P1E04
2379	PRS4	P2G10
2380	HIR1	P2G10
2381	ABD1	P2G10
2382	GID7	P2G10
2383	SRO9	P2G10
2384	KCC4	P2G10
2385	STE2	P2G10
2386	RSC30	P2G10;P3C11;P2C05;P3E02
2387	DCD1	P2G10;P1E09
2388	SPC97	P2G10;P2E06;P3E02
2389	STE24	P2G10
2390	ENT3	P2G10
2391	MCR1	P2G10
2392	UBP11	P2G10;P1E04;P1F05
2393	RCE1	P2G10
2394	PBR1	P2G10
2395	BNI5	P2G10
2396	USV1	P2G10
2397	SPC29	P2G10
2398	YME1	P2G10;P1E04;P2B05;P1E09
2399	SPO24	P2G10
2400	SPT7	P3E08
2401	PGI1	P3E08
2402	SHG1	P3E08
2403	PHO13	P3E08
2404	RPL31A	P3E08
2405	AFR1	P3E08
2406	MSS4	P3E08
2407	CDS_IV_981252_982544	P3E08
2408	PFU1	P3E08
2409	EMI2	P3E08
2410	PUG1	P3E08
2411	PRS3	P3E08;P3F07
2412	LSB6	P3E08
2413	MRPL8	P3E08;P2D06
2414	MTR4	P3E08;P2D06;P2C02
2415	MRT4	P3E08
2416	YLL066W-B;YLL066W-B;YLL066W-B;YLL066W-B	P3E08
2417	YLL066W-B;YLL066W-B;YLL066W-B	P3E08
2418	POM34	P3E08
2419	SIN4	P3E08;P1C07;P2D06
2420	TEP1	P3E08
2421	COG5	P3E08;P3B08
2422	LYS9	P3E08
2423	SPT20	P3E08;P3F03
2424	TRS33	P3E08
2425	DCI1	P3E08;P2G04
2426	STE13	P3E08;P2C06;P2C02
2427	MCP1	P3E08
2428	COX10	P3E08;P2D06;P1E09
2429	LEE1	P3E08
2430	ERG10	P3E08;P3F03
2431	MET12	P3E08
2432	VHS2	P2B11;P3F03
2433	RRT14	P2B11
2434	TUB2	P2B11
2435	BNA6	P2B11
2436	SPG1	P2B11
2437	PMT4	P2B11
2438	FLO10	P2B11;P2C02
2439	BRE2	P2B11
2440	BUL2	P2B11;P2C02
2441	RPL18B	P2B11;P2D06
2442	GAS4	P2B11
2443	MHF1	P2B11
2444	RPL3	P2B11;P3D05
2445	OST3	P2B11;P3F03
2446	ICL2	P2B11;P3B11
2447	MYO4	P2F09;P3D05;P1C04;P1C04
2448	HEK2	P2F09
2449	MFG1	P2F09
2450	KIN1	P2F09
2451	THI74	P2F09
2452	POT1	P2F09;P3D05
2453	SPO22	P2F09
2454	ULP2	P2F09
2455	AGP3	P2F09;P3E02
2456	DIE2	P2F09;P2C02
2457	ARD1	P2F09
2458	JEM1	P2F09
